ticket_type,creation_date,view_date,action_date,customer_satisfaction,customer_problem_resolved,user_actioned,user_team
live_chat,2021-07-03 11:41:00.000000,2021-07-03 11:42:00.000000,2021-07-03 11:58:00.000000,1,False,291950,orange
web_form,2021-07-02 20:57:00.000000,2021-07-03 13:07:02.922355,2021-07-03 13:36:02.922355,1,True,291950,orange
email,2021-07-02 18:11:00.000000,2021-07-03 13:41:02.922355,2021-07-03 14:13:02.922355,2,False,291950,orange
live_chat,2021-07-03 14:13:02.922355,2021-07-03 14:14:02.922355,2021-07-03 14:33:02.922355,1,True,291950,orange
web_form,2021-07-02 22:48:00.000000,2021-07-03 14:37:02.922355,2021-07-03 14:54:02.922355,1,False,291950,orange
email,2021-07-02 20:22:00.000000,2021-07-03 14:57:02.922355,2021-07-03 15:25:02.922355,4,True,291950,orange
live_chat,2021-07-03 15:25:02.922355,2021-07-03 15:27:02.922355,2021-07-03 15:53:02.922355,2,True,291950,orange
web_form,2021-07-03 02:41:00.000000,2021-07-03 15:57:02.922355,2021-07-03 16:14:02.922355,1,False,291950,orange
email,2021-07-03 16:12:00.000000,2021-07-03 16:15:02.922355,2021-07-03 16:41:02.922355,1,False,291950,orange
email,2021-07-02 19:39:00.000000,2021-07-03 16:43:02.922355,2021-07-03 17:05:02.922355,1,False,291950,orange
live_chat,2021-07-04 08:32:00.000000,2021-07-04 08:33:00.000000,2021-07-04 08:58:00.000000,1,False,291950,orange
web_form,2021-07-04 07:58:00.000000,2021-07-04 09:03:00.000000,2021-07-04 09:29:00.000000,4,True,291950,orange
live_chat,2021-07-04 09:35:00.000000,2021-07-04 09:35:00.000000,2021-07-04 09:56:00.000000,3,False,291950,orange
live_chat,2021-07-04 09:58:00.000000,2021-07-04 09:59:00.000000,2021-07-04 10:19:00.000000,1,False,291950,orange
live_chat,2021-07-04 10:20:00.000000,2021-07-04 10:22:00.000000,2021-07-04 10:43:00.000000,2,True,291950,orange
live_chat,2021-07-04 10:46:00.000000,2021-07-04 10:46:00.000000,2021-07-04 11:06:00.000000,1,False,291950,orange
web_form,2021-07-04 01:49:00.000000,2021-07-04 11:09:00.000000,2021-07-04 11:33:00.000000,1,False,291950,orange
web_form,2021-07-04 01:30:00.000000,2021-07-04 11:37:00.000000,2021-07-04 12:05:00.000000,1,False,291950,orange
email,2021-07-04 00:53:00.000000,2021-07-04 12:56:11.982554,2021-07-04 13:19:11.982554,1,False,291950,orange
email,2021-07-03 19:17:00.000000,2021-07-04 13:21:11.982554,2021-07-04 13:59:11.982554,1,False,291950,orange
web_form,2021-07-04 01:04:00.000000,2021-07-04 14:02:11.982554,2021-07-04 14:32:11.982554,1,False,291950,orange
web_form,2021-07-04 12:54:00.000000,2021-07-04 14:35:11.982554,2021-07-04 15:02:11.982554,1,False,291950,orange
live_chat,2021-07-04 15:08:11.982554,2021-07-04 15:08:11.982554,2021-07-04 15:36:11.982554,1,False,291950,orange
email,2021-07-02 17:28:00.000000,2021-07-04 15:42:11.982554,2021-07-04 16:11:11.982554,1,False,291950,orange
web_form,2021-07-03 07:01:00.000000,2021-07-04 16:15:11.982554,2021-07-04 16:43:11.982554,1,False,291950,orange
email,2021-07-04 12:29:00.000000,2021-07-05 08:31:00.000000,2021-07-05 09:02:00.000000,1,True,291950,orange
email,2021-07-03 20:14:00.000000,2021-07-05 09:03:00.000000,2021-07-05 09:42:00.000000,2,True,291950,orange
live_chat,2021-07-05 09:45:00.000000,2021-07-05 09:45:00.000000,2021-07-05 10:10:00.000000,3,True,291950,orange
email,2021-07-04 01:58:00.000000,2021-07-05 10:17:00.000000,2021-07-05 10:45:00.000000,1,False,291950,orange
web_form,2021-07-04 17:49:00.000000,2021-07-05 10:54:00.000000,2021-07-05 11:27:00.000000,2,True,291950,orange
live_chat,2021-07-05 11:30:00.000000,2021-07-05 11:31:00.000000,2021-07-05 11:50:00.000000,2,False,291950,orange
email,2021-07-04 16:34:00.000000,2021-07-05 11:52:00.000000,2021-07-05 12:18:00.000000,1,False,291950,orange
email,2021-07-03 23:02:00.000000,2021-07-05 13:20:09.291113,2021-07-05 13:50:09.291113,1,False,291950,orange
web_form,2021-07-04 17:31:00.000000,2021-07-05 13:54:09.291113,2021-07-05 14:12:09.291113,1,False,291950,orange
web_form,2021-07-03 23:09:00.000000,2021-07-05 14:17:09.291113,2021-07-05 14:38:09.291113,1,False,291950,orange
email,2021-07-03 17:09:00.000000,2021-07-05 14:42:09.291113,2021-07-05 15:12:09.291113,3,True,291950,orange
live_chat,2021-07-05 15:15:09.291113,2021-07-05 15:15:09.291113,2021-07-05 15:34:09.291113,2,False,291950,orange
email,2021-07-05 13:59:00.000000,2021-07-05 15:41:09.291113,2021-07-05 16:03:09.291113,1,False,291950,orange
email,2021-07-05 01:06:00.000000,2021-07-05 16:06:09.291113,2021-07-05 16:33:09.291113,3,True,291950,orange
email,2021-07-04 17:57:00.000000,2021-07-05 16:39:09.291113,2021-07-05 17:08:09.291113,1,False,291950,orange
email,2021-07-06 01:03:00.000000,2021-07-06 08:33:00.000000,2021-07-06 08:59:00.000000,2,True,291950,orange
email,2021-07-05 00:46:00.000000,2021-07-06 09:02:00.000000,2021-07-06 09:33:00.000000,1,False,291950,orange
web_form,2021-07-05 11:21:00.000000,2021-07-06 09:36:00.000000,2021-07-06 10:05:00.000000,3,True,291950,orange
web_form,2021-07-06 04:18:00.000000,2021-07-06 10:08:00.000000,2021-07-06 10:30:00.000000,1,False,291950,orange
web_form,2021-07-05 17:52:00.000000,2021-07-06 10:35:00.000000,2021-07-06 11:06:00.000000,1,False,291950,orange
web_form,2021-07-06 09:55:00.000000,2021-07-06 11:15:00.000000,2021-07-06 11:40:00.000000,3,False,291950,orange
web_form,2021-07-05 11:08:00.000000,2021-07-06 11:41:00.000000,2021-07-06 12:10:00.000000,1,True,291950,orange
email,2021-07-05 00:41:00.000000,2021-07-06 13:23:57.015856,2021-07-06 13:48:57.015856,5,True,291950,orange
web_form,2021-07-06 10:00:00.000000,2021-07-06 13:52:57.015856,2021-07-06 14:12:57.015856,1,False,291950,orange
web_form,2021-07-04 23:11:00.000000,2021-07-06 14:17:57.015856,2021-07-06 14:46:57.015856,1,False,291950,orange
web_form,2021-07-06 02:09:00.000000,2021-07-06 14:49:57.015856,2021-07-06 15:15:57.015856,1,False,291950,orange
email,2021-07-06 09:27:00.000000,2021-07-06 15:17:57.015856,2021-07-06 15:48:57.015856,4,True,291950,orange
email,2021-07-06 08:30:00.000000,2021-07-06 15:52:57.015856,2021-07-06 16:15:57.015856,4,True,291950,orange
live_chat,2021-07-06 16:19:57.015856,2021-07-06 16:19:57.015856,2021-07-06 16:34:57.015856,3,False,291950,orange
email,2021-07-07 02:00:00.000000,2021-07-07 08:36:00.000000,2021-07-07 08:58:00.000000,3,True,291950,orange
live_chat,2021-07-07 09:00:00.000000,2021-07-07 09:00:00.000000,2021-07-07 09:22:00.000000,3,True,291950,orange
email,2021-07-06 20:34:00.000000,2021-07-07 09:24:00.000000,2021-07-07 10:01:00.000000,1,False,291950,orange
web_form,2021-07-07 04:02:00.000000,2021-07-07 10:08:00.000000,2021-07-07 10:35:00.000000,5,True,291950,orange
web_form,2021-07-05 06:46:00.000000,2021-07-07 10:37:00.000000,2021-07-07 11:05:00.000000,1,False,291950,orange
email,2021-07-07 00:54:00.000000,2021-07-07 11:09:00.000000,2021-07-07 11:31:00.000000,3,False,291950,orange
live_chat,2021-07-07 11:39:00.000000,2021-07-07 11:39:00.000000,2021-07-07 12:06:00.000000,3,False,291950,orange
web_form,2021-07-07 07:33:00.000000,2021-07-07 12:59:13.317298,2021-07-07 13:31:13.317298,1,False,291950,orange
web_form,2021-07-07 10:11:00.000000,2021-07-07 13:36:13.317298,2021-07-07 13:56:13.317298,4,True,291950,orange
email,2021-07-07 13:45:00.000000,2021-07-07 13:57:13.317298,2021-07-07 14:30:13.317298,1,False,291950,orange
live_chat,2021-07-07 14:30:13.317298,2021-07-07 14:32:13.317298,2021-07-07 14:49:13.317298,2,False,291950,orange
email,2021-07-07 09:41:00.000000,2021-07-07 14:54:13.317298,2021-07-07 15:25:13.317298,3,True,291950,orange
web_form,2021-07-06 00:33:00.000000,2021-07-07 15:30:13.317298,2021-07-07 15:51:13.317298,1,False,291950,orange
email,2021-07-07 11:09:00.000000,2021-07-07 15:54:13.317298,2021-07-07 16:21:13.317298,1,False,291950,orange
email,2021-07-06 21:10:00.000000,2021-07-07 16:25:13.317298,2021-07-07 16:53:13.317298,3,True,291950,orange
live_chat,2021-07-07 16:55:13.317298,2021-07-07 16:56:13.317298,2021-07-07 17:12:13.317298,1,False,291950,orange
web_form,2021-07-07 04:11:00.000000,2021-07-07 17:15:13.317298,2021-07-07 17:36:13.317298,2,False,291950,orange
live_chat,2021-07-07 17:41:13.317298,2021-07-07 17:41:13.317298,2021-07-07 18:00:13.317298,1,False,291950,orange
web_form,2021-07-06 21:03:00.000000,2021-07-07 18:03:13.317298,2021-07-07 18:38:13.317298,4,True,291950,orange
web_form,2021-07-06 07:03:00.000000,2021-07-07 18:41:13.317298,2021-07-07 19:09:13.317298,4,True,291950,orange
email,2021-07-07 18:07:00.000000,2021-07-07 19:10:13.317298,2021-07-07 19:38:13.317298,1,False,291950,orange
email,2021-07-07 03:31:00.000000,2021-07-07 19:41:13.317298,2021-07-07 20:18:13.317298,1,False,291950,orange
live_chat,2021-07-07 20:21:13.317298,2021-07-07 20:22:13.317298,2021-07-07 20:37:13.317298,4,True,291950,orange
web_form,2021-07-06 01:30:00.000000,2021-07-08 08:32:00.000000,2021-07-08 08:52:00.000000,4,True,291950,orange
live_chat,2021-07-08 08:59:00.000000,2021-07-08 09:00:00.000000,2021-07-08 09:12:00.000000,2,False,291950,orange
web_form,2021-07-07 22:58:00.000000,2021-07-08 09:14:00.000000,2021-07-08 09:35:00.000000,2,False,291950,orange
email,2021-07-06 17:40:00.000000,2021-07-08 09:37:00.000000,2021-07-08 10:00:00.000000,1,False,291950,orange
live_chat,2021-07-08 10:02:00.000000,2021-07-08 10:05:00.000000,2021-07-08 10:26:00.000000,1,False,291950,orange
email,2021-07-08 08:16:00.000000,2021-07-08 10:30:00.000000,2021-07-08 10:54:00.000000,3,True,291950,orange
web_form,2021-07-07 07:38:00.000000,2021-07-08 10:59:00.000000,2021-07-08 11:24:00.000000,1,False,291950,orange
email,2021-07-07 22:54:00.000000,2021-07-08 11:30:00.000000,2021-07-08 11:55:00.000000,1,False,291950,orange
email,2021-07-07 23:23:00.000000,2021-07-08 12:53:27.623730,2021-07-08 13:35:27.623730,1,False,291950,orange
live_chat,2021-07-08 13:39:27.623730,2021-07-08 13:40:27.623730,2021-07-08 13:57:27.623730,2,False,291950,orange
email,2021-07-05 02:22:00.000000,2021-07-08 13:57:27.623730,2021-07-08 14:33:27.623730,1,False,291950,orange
web_form,2021-07-08 10:07:00.000000,2021-07-08 14:35:27.623730,2021-07-08 15:02:27.623730,1,False,291950,orange
web_form,2021-07-05 15:57:00.000000,2021-07-08 15:12:27.623730,2021-07-08 15:41:27.623730,3,True,291950,orange
web_form,2021-07-08 13:57:00.000000,2021-07-08 15:48:27.623730,2021-07-08 16:10:27.623730,1,False,291950,orange
email,2021-07-07 21:15:00.000000,2021-07-08 16:16:27.623730,2021-07-08 16:51:27.623730,3,True,291950,orange
email,2021-07-08 22:57:00.000000,2021-07-09 08:37:00.000000,2021-07-09 09:06:00.000000,3,False,291950,orange
email,2021-07-08 03:28:00.000000,2021-07-09 09:10:00.000000,2021-07-09 09:43:00.000000,1,False,291950,orange
email,2021-07-08 02:57:00.000000,2021-07-09 09:44:00.000000,2021-07-09 10:10:00.000000,3,True,291950,orange
live_chat,2021-07-09 10:17:00.000000,2021-07-09 10:17:00.000000,2021-07-09 10:47:00.000000,1,False,291950,orange
web_form,2021-07-09 08:57:00.000000,2021-07-09 10:50:00.000000,2021-07-09 11:16:00.000000,5,True,291950,orange
web_form,2021-07-07 20:54:00.000000,2021-07-09 11:20:00.000000,2021-07-09 11:50:00.000000,1,True,291950,orange
web_form,2021-07-06 07:03:00.000000,2021-07-09 11:54:00.000000,2021-07-09 12:25:00.000000,2,True,291950,orange
live_chat,2021-07-09 13:24:25.010487,2021-07-09 13:26:25.010487,2021-07-09 13:48:25.010487,5,True,291950,orange
live_chat,2021-07-09 13:50:25.010487,2021-07-09 13:50:25.010487,2021-07-09 14:08:25.010487,1,True,291950,orange
live_chat,2021-07-09 14:11:25.010487,2021-07-09 14:11:25.010487,2021-07-09 14:28:25.010487,1,False,291950,orange
web_form,2021-07-08 17:45:00.000000,2021-07-09 14:36:25.010487,2021-07-09 15:04:25.010487,2,True,291950,orange
web_form,2021-07-04 06:02:00.000000,2021-07-09 15:06:25.010487,2021-07-09 15:29:25.010487,3,True,291950,orange
email,2021-07-09 09:40:00.000000,2021-07-09 15:32:25.010487,2021-07-09 16:03:25.010487,1,False,291950,orange
web_form,2021-07-08 14:03:00.000000,2021-07-09 16:05:25.010487,2021-07-09 16:31:25.010487,2,False,291950,orange
web_form,2021-07-08 10:53:00.000000,2021-07-09 16:34:25.010487,2021-07-09 16:54:25.010487,2,False,291950,orange
live_chat,2021-07-10 08:30:00.000000,2021-07-10 08:31:00.000000,2021-07-10 08:54:00.000000,2,False,291950,orange
email,2021-07-09 06:04:00.000000,2021-07-10 09:00:00.000000,2021-07-10 09:39:00.000000,1,False,291950,orange
email,2021-07-08 11:17:00.000000,2021-07-10 09:40:00.000000,2021-07-10 10:08:00.000000,1,False,291950,orange
web_form,2021-07-07 10:01:00.000000,2021-07-10 10:08:00.000000,2021-07-10 10:26:00.000000,4,False,291950,orange
email,2021-07-08 12:53:00.000000,2021-07-10 10:30:00.000000,2021-07-10 11:04:00.000000,1,False,291950,orange
web_form,2021-07-10 09:00:00.000000,2021-07-10 11:14:00.000000,2021-07-10 11:52:00.000000,1,False,291950,orange
email,2021-07-07 21:38:00.000000,2021-07-10 12:54:33.122955,2021-07-10 13:24:33.122955,3,False,291950,orange
email,2021-07-07 20:04:00.000000,2021-07-10 13:26:33.122955,2021-07-10 13:51:33.122955,2,True,291950,orange
email,2021-07-10 05:52:00.000000,2021-07-10 13:55:33.122955,2021-07-10 14:20:33.122955,1,False,291950,orange
live_chat,2021-07-10 14:24:33.122955,2021-07-10 14:24:33.122955,2021-07-10 14:38:33.122955,1,False,291950,orange
web_form,2021-07-09 03:24:00.000000,2021-07-10 14:43:33.122955,2021-07-10 15:01:33.122955,3,True,291950,orange
web_form,2021-07-03 22:24:00.000000,2021-07-10 15:07:33.122955,2021-07-10 15:25:33.122955,1,False,291950,orange
email,2021-07-10 11:24:00.000000,2021-07-10 15:28:33.122955,2021-07-10 16:09:33.122955,2,True,291950,orange
live_chat,2021-07-10 16:10:33.122955,2021-07-10 16:12:33.122955,2021-07-10 16:33:33.122955,2,True,291950,orange
email,2021-07-07 20:39:00.000000,2021-07-10 16:37:33.122955,2021-07-10 17:05:33.122955,1,False,291950,orange
web_form,2021-07-10 12:56:00.000000,2021-07-11 08:36:00.000000,2021-07-11 08:58:00.000000,3,True,291950,orange
web_form,2021-07-10 19:46:00.000000,2021-07-11 09:03:00.000000,2021-07-11 09:28:00.000000,3,True,291950,orange
email,2021-07-11 08:58:00.000000,2021-07-11 09:36:00.000000,2021-07-11 10:09:00.000000,1,False,291950,orange
live_chat,2021-07-11 10:09:00.000000,2021-07-11 10:11:00.000000,2021-07-11 10:40:00.000000,1,False,291950,orange
live_chat,2021-07-11 10:41:00.000000,2021-07-11 10:42:00.000000,2021-07-11 11:06:00.000000,1,False,291950,orange
web_form,2021-07-10 15:27:00.000000,2021-07-11 11:10:00.000000,2021-07-11 11:33:00.000000,1,False,291950,orange
email,2021-07-09 13:52:00.000000,2021-07-11 11:36:00.000000,2021-07-11 12:01:00.000000,1,False,291950,orange
live_chat,2021-07-11 12:59:23.517581,2021-07-11 13:00:23.517581,2021-07-11 13:30:23.517581,1,True,291950,orange
web_form,2021-07-06 22:23:00.000000,2021-07-11 13:32:23.517581,2021-07-11 13:49:23.517581,3,False,291950,orange
web_form,2021-07-11 08:15:00.000000,2021-07-11 13:50:23.517581,2021-07-11 14:12:23.517581,3,True,291950,orange
email,2021-07-09 18:58:00.000000,2021-07-11 14:19:23.517581,2021-07-11 14:43:23.517581,1,False,291950,orange
live_chat,2021-07-11 14:48:23.517581,2021-07-11 14:48:23.517581,2021-07-11 15:02:23.517581,2,False,291950,orange
web_form,2021-07-09 01:09:00.000000,2021-07-11 15:07:23.517581,2021-07-11 15:32:23.517581,4,True,291950,orange
email,2021-07-07 21:14:00.000000,2021-07-11 15:38:23.517581,2021-07-11 16:08:23.517581,3,True,291950,orange
email,2021-07-11 08:40:00.000000,2021-07-11 16:12:23.517581,2021-07-11 16:37:23.517581,1,False,291950,orange
web_form,2021-07-08 18:21:00.000000,2021-07-11 16:41:23.517581,2021-07-11 17:12:23.517581,1,False,291950,orange
email,2021-07-11 03:38:00.000000,2021-07-12 08:38:00.000000,2021-07-12 09:01:00.000000,1,False,291950,orange
email,2021-07-09 22:50:00.000000,2021-07-12 09:08:00.000000,2021-07-12 09:36:00.000000,1,False,291950,orange
live_chat,2021-07-12 09:40:00.000000,2021-07-12 09:40:00.000000,2021-07-12 09:58:00.000000,3,True,291950,orange
web_form,2021-07-06 14:43:00.000000,2021-07-12 10:08:00.000000,2021-07-12 10:39:00.000000,4,False,291950,orange
web_form,2021-07-12 03:19:00.000000,2021-07-12 10:42:00.000000,2021-07-12 11:20:00.000000,1,False,291950,orange
live_chat,2021-07-12 11:25:00.000000,2021-07-12 11:26:00.000000,2021-07-12 11:45:00.000000,3,True,291950,orange
web_form,2021-07-09 00:55:00.000000,2021-07-12 11:47:00.000000,2021-07-12 12:17:00.000000,3,False,291950,orange
web_form,2021-07-09 11:34:00.000000,2021-07-12 13:01:30.287816,2021-07-12 13:31:30.287816,1,True,291950,orange
web_form,2021-07-09 23:14:00.000000,2021-07-12 13:38:30.287816,2021-07-12 14:09:30.287816,1,False,291950,orange
live_chat,2021-07-12 14:10:30.287816,2021-07-12 14:11:30.287816,2021-07-12 14:27:30.287816,1,False,291950,orange
live_chat,2021-07-12 14:34:30.287816,2021-07-12 14:34:30.287816,2021-07-12 14:51:30.287816,1,False,291950,orange
email,2021-07-11 06:32:00.000000,2021-07-12 14:53:30.287816,2021-07-12 15:23:30.287816,2,True,291950,orange
email,2021-07-08 17:56:00.000000,2021-07-12 15:31:30.287816,2021-07-12 16:08:30.287816,2,False,291950,orange
live_chat,2021-07-12 16:09:30.287816,2021-07-12 16:10:30.287816,2021-07-12 16:25:30.287816,3,False,291950,orange
web_form,2021-07-08 22:30:00.000000,2021-07-12 16:30:30.287816,2021-07-12 16:51:30.287816,1,True,291950,orange
live_chat,2021-07-13 08:36:00.000000,2021-07-13 08:36:00.000000,2021-07-13 08:55:00.000000,2,False,291950,orange
live_chat,2021-07-13 08:59:00.000000,2021-07-13 08:59:00.000000,2021-07-13 09:20:00.000000,3,True,291950,orange
web_form,2021-07-08 08:10:00.000000,2021-07-13 09:23:00.000000,2021-07-13 09:51:00.000000,1,True,291950,orange
email,2021-07-11 02:46:00.000000,2021-07-13 09:53:00.000000,2021-07-13 10:15:00.000000,1,False,291950,orange
email,2021-07-12 04:26:00.000000,2021-07-13 10:17:00.000000,2021-07-13 10:38:00.000000,1,False,291950,orange
email,2021-07-13 01:23:00.000000,2021-07-13 10:41:00.000000,2021-07-13 11:11:00.000000,1,False,291950,orange
email,2021-07-11 16:34:00.000000,2021-07-13 11:16:00.000000,2021-07-13 11:41:00.000000,4,True,291950,orange
email,2021-07-08 04:31:00.000000,2021-07-13 11:47:00.000000,2021-07-13 12:10:00.000000,1,False,291950,orange
web_form,2021-07-09 18:01:00.000000,2021-07-13 13:04:29.004302,2021-07-13 13:25:29.004302,3,True,291950,orange
web_form,2021-07-07 06:08:00.000000,2021-07-13 13:27:29.004302,2021-07-13 13:52:29.004302,3,True,291950,orange
email,2021-07-10 00:20:00.000000,2021-07-13 13:55:29.004302,2021-07-13 14:28:29.004302,1,False,291950,orange
email,2021-07-11 20:43:00.000000,2021-07-13 14:30:29.004302,2021-07-13 14:58:29.004302,4,True,291950,orange
live_chat,2021-07-13 15:00:29.004302,2021-07-13 15:01:29.004302,2021-07-13 15:12:29.004302,5,True,291950,orange
web_form,2021-07-13 07:01:00.000000,2021-07-13 15:15:29.004302,2021-07-13 15:44:29.004302,1,False,291950,orange
web_form,2021-07-08 16:04:00.000000,2021-07-13 15:46:29.004302,2021-07-13 16:10:29.004302,1,False,291950,orange
email,2021-07-13 01:41:00.000000,2021-07-13 16:15:29.004302,2021-07-13 16:37:29.004302,1,False,291950,orange
web_form,2021-07-10 20:51:00.000000,2021-07-13 16:39:29.004302,2021-07-13 17:03:29.004302,1,False,291950,orange
web_form,2021-07-13 19:15:00.000000,2021-07-14 08:33:00.000000,2021-07-14 08:53:00.000000,1,False,291950,orange
live_chat,2021-07-14 08:58:00.000000,2021-07-14 09:00:00.000000,2021-07-14 09:16:00.000000,1,True,291950,orange
web_form,2021-07-14 01:33:00.000000,2021-07-14 09:22:00.000000,2021-07-14 09:39:00.000000,2,False,291950,orange
web_form,2021-07-11 00:41:00.000000,2021-07-14 09:44:00.000000,2021-07-14 10:01:00.000000,3,False,291950,orange
email,2021-07-08 11:46:00.000000,2021-07-14 10:04:00.000000,2021-07-14 10:39:00.000000,2,True,291950,orange
live_chat,2021-07-14 10:38:00.000000,2021-07-14 10:40:00.000000,2021-07-14 10:53:00.000000,1,True,291950,orange
live_chat,2021-07-14 10:57:00.000000,2021-07-14 10:59:00.000000,2021-07-14 11:18:00.000000,2,False,291950,orange
live_chat,2021-07-14 11:25:00.000000,2021-07-14 11:26:00.000000,2021-07-14 11:42:00.000000,3,True,291950,orange
web_form,2021-07-10 10:49:00.000000,2021-07-14 11:49:00.000000,2021-07-14 12:12:00.000000,4,True,291950,orange
email,2021-07-13 22:55:00.000000,2021-07-14 13:07:18.057435,2021-07-14 13:40:18.057435,4,True,291950,orange
live_chat,2021-07-14 13:42:18.057435,2021-07-14 13:44:18.057435,2021-07-14 14:02:18.057435,1,False,291950,orange
email,2021-07-13 19:31:00.000000,2021-07-14 14:04:18.057435,2021-07-14 14:28:18.057435,3,False,291950,orange
email,2021-07-12 20:10:00.000000,2021-07-14 14:32:18.057435,2021-07-14 15:00:18.057435,1,False,291950,orange
live_chat,2021-07-14 14:59:18.057435,2021-07-14 15:00:18.057435,2021-07-14 15:12:18.057435,5,True,291950,orange
email,2021-07-07 07:10:00.000000,2021-07-14 15:14:18.057435,2021-07-14 15:39:18.057435,1,False,291950,orange
email,2021-07-09 05:18:00.000000,2021-07-14 15:42:18.057435,2021-07-14 16:09:18.057435,3,True,291950,orange
email,2021-07-14 14:29:00.000000,2021-07-14 16:12:18.057435,2021-07-14 16:36:18.057435,1,False,291950,orange
live_chat,2021-07-14 16:43:18.057435,2021-07-14 16:43:18.057435,2021-07-14 16:57:18.057435,1,False,291950,orange
email,2021-07-14 14:38:00.000000,2021-07-15 08:33:00.000000,2021-07-15 09:01:00.000000,1,False,291950,orange
email,2021-07-11 01:10:00.000000,2021-07-15 09:05:00.000000,2021-07-15 09:32:00.000000,1,False,291950,orange
live_chat,2021-07-15 09:34:00.000000,2021-07-15 09:36:00.000000,2021-07-15 09:55:00.000000,2,False,291950,orange
web_form,2021-07-15 04:47:00.000000,2021-07-15 09:56:00.000000,2021-07-15 10:23:00.000000,1,False,291950,orange
email,2021-07-14 10:00:00.000000,2021-07-15 10:28:00.000000,2021-07-15 11:00:00.000000,1,False,291950,orange
email,2021-07-15 02:21:00.000000,2021-07-15 11:03:00.000000,2021-07-15 11:30:00.000000,1,False,291950,orange
web_form,2021-07-15 06:01:00.000000,2021-07-15 11:38:00.000000,2021-07-15 11:59:00.000000,1,False,291950,orange
email,2021-07-14 05:22:00.000000,2021-07-15 12:52:54.604589,2021-07-15 13:26:54.604589,1,False,291950,orange
email,2021-07-15 01:50:00.000000,2021-07-15 13:31:54.604589,2021-07-15 13:59:54.604589,3,False,291950,orange
live_chat,2021-07-15 14:05:54.604589,2021-07-15 14:07:54.604589,2021-07-15 14:27:54.604589,4,True,291950,orange
email,2021-07-14 17:31:00.000000,2021-07-15 14:29:54.604589,2021-07-15 14:52:54.604589,1,False,291950,orange
email,2021-07-14 01:59:00.000000,2021-07-15 14:53:54.604589,2021-07-15 15:24:54.604589,2,False,291950,orange
live_chat,2021-07-15 15:27:54.604589,2021-07-15 15:28:54.604589,2021-07-15 15:56:54.604589,1,False,291950,orange
live_chat,2021-07-15 15:57:54.604589,2021-07-15 15:58:54.604589,2021-07-15 16:25:54.604589,1,False,291950,orange
live_chat,2021-07-15 16:26:54.604589,2021-07-15 16:30:54.604589,2021-07-15 16:59:54.604589,1,False,291950,orange
web_form,2021-07-16 02:33:00.000000,2021-07-16 08:41:00.000000,2021-07-16 08:59:00.000000,1,True,291950,orange
